teleplay_id,name,genre,type,episodes,rating,members
8423,Ookiku Furikabutte: Natsu no Scorebook,"Comedy, Sports",short,2,6.277713911651493,2167
1752,Di Gi Charat: Hoshi no Tabi,Comedy,long,1,6.309765900592917,1973
1141,Palme no Ki,"Adventure, Drama, Fantasy, Romance",long,1,6.557113426474972,3462
33878,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om","Comedy, Police",Special,1,5.7482478613994346,101
33811,Teekyuu 8,"Comedy, Shounen, Sports",medium,12,6.557755577085097,3961
5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",short,1,5.899882350277634,168
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",short,6,6.958009349429303,11540
1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",short,13,6.826322914963692,3620
26137,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,"Historical, Kids",short,1,6.374301254646007,130
21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,5.753178471584224,544
8294,Shinshou Genmukan,Restricted,short,4,6.3129873955212314,2261
9778,Toriko Hime: Hakudaku Mamire no Reijou,Restricted,short,2,6.3961837875973275,3025
386,H2,"Comedy, Romance, Shounen, Sports",medium,41,7.230093941883521,4450
8664,"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy, Game",Special,1,5.578122021050366,403
31128,Arslan Senki (TV): Dakkan no Yaiba,"Action, Adventure, Drama, Fantasy, Historical, Supernatural",Special,1,6.605231624590697,6686
4176,Wanna-Be&#039;s,"Action, Comedy, Sports",short,1,6.483163007175794,763
585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",long,1,6.973905254394222,94435
28247,Pankis! 2-jigen,"Comedy, Music",medium,24,6.235215893743063,331
2733,Mobile Police Patlabor: MiniPato,Parody,short,3,6.080893131766083,1831
23005,Mogura no Motoro,Slice of Life,long,1,6.702290481718681,62
12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Harem, Romance, Sci-Fi",short,4,5.958148676056127,550
31422,Minami Kamakura Koukou Joshi Jitensha-bu,"School, Shounen, Sports",medium,Unknown,6.5925105583947285,2216
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",short,1,6.196353502310976,2049
4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",long,1,5.969275450160821,1060
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"Drama, Fantasy, Romance",long,1,5.89501515833318,1705
33914,Nineko Gelée: Opening Movie,"Fantasy, Music",Music,1,4.578069024175362,65
33694,Mukidashi no Koushi,"Comedy, Music",ONA,1,4.83244023292291,83
14125,Otogi no Kuni no Birthday,"Kids, Music",Music,1,4.636935701996977,144
3911,Shuukaku no Yoru,Restricted,short,2,6.058134123169539,1558
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",medium,26,6.6357092135478375,5947
23321,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",medium,25,7.606229363725867,215817
13463,Panda no Taputapu,Kids,medium,Unknown,6.166849894570588,131
19569,Junjou Shoujo Et Cetera,Restricted,short,2,6.393876030182244,2640
4191,Popolocrois Monogatari,"Adventure, Fantasy",medium,25,6.435209437308695,1260
1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",medium,12,6.638181995470852,8004
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",medium,13,6.611495170572552,6787
30395,Kuripuri*Kuripura,Comedy,long,1,7.0949354902178365,104
1252,Fushigi no Umi no Nadia: Original Movie,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",long,1,6.774997283301194,3644
20725,"Lies, Lies.",Music,Music,1,4.430808106833807,185
2227,Lady Lady!!,"Drama, Historical",medium,21,6.672644078701036,2681
2440,Suki da yo!,Restricted,short,2,6.000890532347126,1201
313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",long,1,6.362665957219044,1564
13855,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,6.661407399409586,4989
20801,Koakuma Kanojo The Animation,"Restricted, School, Supernatural",short,2,6.788072497817574,6680
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",long,1,7.059131891226375,97
5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",short,5,7.635348695173591,10887
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",short,3,6.978015924260335,7862
20189,Boku no Son Gokuu,"Adventure, Fantasy, Kids",long,1,4.891652170190651,186
1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",medium,101,7.594190591931347,12833
19631,Tayu Tayu,"Harem, Restricted, Romance",short,4,6.362315477581116,3579
529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",medium,13,6.814812407442101,58051
9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,6.4046289826665594,6941
30939,Shiranpuri,"Drama, School",short,1,5.771847021216247,155
33573,BanG Dream!,Music,medium,Unknown,6.2742120166834905,1953
6939,Eien no Hou,"Fantasy, Sci-Fi",long,1,5.346322385082698,581
7808,Zukkoke Knight: Don De La Mancha,"Adventure, Comedy, Historical, Romance",medium,23,5.792640635076329,172
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,6.099335415530352,3083
4220,Okon Joururi,"Drama, Fantasy, Historical",long,1,5.505495824814816,177
406,Buzzer Beater,"Shounen, Sports",medium,13,6.436471721814187,8439
32668,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,6.6282862176840585,28864
1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,5.975383607215236,798
14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",medium,13,6.933214275540327,349836
24857,Akagaki Genzou: Tokuri no Wakare,Comedy,long,1,7.094405690377873,87
12679,Joshiraku,"Comedy, Slice of Life",medium,13,6.845611095452544,51084
2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",long,1,6.600661628723025,2634
18817,Yasai no Yousei: Quiz Gekijou,"Comedy, Kids",long,1,7.047338288698195,87
2348,Shitai wo Arau The Animation,Restricted,short,3,6.134585227479843,1410
1655,Nerima Daikon Brothers,"Comedy, Music",medium,12,6.511726815233812,5374
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",long,1,5.803697904271472,537
1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",medium,76,7.553535277614855,39041
3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,long,1,5.776702138835702,490
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",long,1,6.814429191382803,87
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",medium,52,6.728441918239775,656
34122,Minna de Bokumetsu Inshu Unten,Drama,Special,1,6.27867687962982,48
448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",short,2,7.144775012246052,29039
10456,Kyoukaisenjou no Horizon,"Action, Fantasy",medium,13,6.556365447452682,90977
9561,Shokupan Mimi,Comedy,medium,12,5.989837867538189,803
16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance",Special,1,5.080748686731571,126
8718,Itsumademo Tabibito,"Drama, Music",Music,1,4.98279747406666,226
2317,Hen,"Comedy, Ecchi",short,2,6.4073984074526935,2153
8310,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12,7.068702245328562,27274
31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",long,1,6.6347371462073435,4893
2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",medium,24,6.83771116189791,5063
5597,Natsu no Arashi!,"Comedy, Romance, Supernatural",medium,13,6.770732193110076,30098
3470,Special A,"Comedy, Romance, School, Shoujo",medium,24,7.724978097867058,173603
2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",long,1,6.404071426187374,2037
28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",medium,12,7.0723920871088755,47642
18747,Hotaru Kagayaku,"Drama, Kids",short,1,6.761226610422296,70
10346,Ring ni Kakero 1: Sekai Taikai-hen,Sports,medium,6,5.648132405974854,566
706,Comic Party Revolution,"Comedy, Drama",medium,13,6.661248225625458,6690
33079,Meikyoku to Dai Sakkyokka Monogatari,"Historical, Music",short,9,6.599667188729622,44
808,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",short,3,6.486916922633953,3686
33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,"Comedy, Police",Special,2,5.739635196579036,105
11729,Space Neko Theater,Comedy,ONA,1,5.236155849554884,584
31397,Mesu Kyoushi 4: Kegasareta Kyoudan,Restricted,short,2,6.265931630503475,2444
9866,Oshin,Drama,long,1,5.410230451163658,221
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",medium,12,7.3104974116993615,91796
621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",medium,12,6.5930688638878,11143
1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",medium,52,7.872554409725745,61884
23735,Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6,6.657007780686074,3816
2101,Singles,"Romance, Shoujo",short,1,6.022497638997534,161
8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,7.256386010168445,23727
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",long,1,7.591958231001253,24968
2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",long,1,6.6566055852325725,1833
27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,7.6646321227186,106382
22481,Hello Kitty no Kieta Santa-san no Boushi,"Fantasy, Kids",short,1,6.612371451506119,103
1760,Golgo 13,"Action, Adventure, Drama, Military, Seinen",long,1,6.8872582391632715,6344
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",medium,10,6.267294474335491,1521
30070,Shiroi Zou (1981),"Action, Historical",long,1,6.918982689711545,73
6893,Oni Chichi,Restricted,short,2,7.09307915531907,23605
4156,Ichigo Mashimaro Episode 0,Comedy,Special,1,7.157279202591855,9610
33012,Island,"Drama, Sci-Fi",medium,Unknown,6.145306857690252,1659
1188,Momoiro Sisters,"Comedy, Slice of Life",medium,24,6.59780765675983,1366
8465,Ichiban Ushiro no Daimaou Specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",Special,6,7.941266993743562,26025
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,5.041557691417805,104
30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror",short,4,6.24605765337166,125
28587,Modern,,long,1,5.467368618807153,237
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,1,7.371279453968386,26925
12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",long,1,6.054027226602084,610
1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",medium,39,7.359257080070049,3495
31510,Guitar,,long,1,6.80683363691107,47
2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Restricted",short,2,6.124807958399086,2402
29749,Convenience Store Senki Purin-tai,Comedy,ONA,8,5.199771367825815,59
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural",short,1,6.3290638517142215,2515
32195,Junjou Shoujo Et Cetera Specials,Restricted,Special,2,5.602094656847374,254
3171,Ryoujoku Hitozuma Onsen,Restricted,short,2,6.173588446060228,2099
34086,Tales of Zestiria the X (2017),"Action, Adventure, Fantasy",medium,12,6.770486251151449,10848
3463,A.LI.CE,Sci-Fi,long,1,5.901286277484129,1034
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,7.074560488595359,23532
5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",medium,26,7.038841914221776,159105
9438,Rainbow Sentai Robin,"Action, Adventure, Sci-Fi",medium,48,6.4716520506898805,233
1167,Samurai Gun,"Action, Historical, Seinen",medium,12,6.605191343622445,5381
23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,5.701224703947136,297
4854,Fuuma no Kojirou: Yasha-hen,Action,short,6,6.2315799501913265,819
2010,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,6.516121657852615,2584
617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",long,1,7.753113086460015,55697
29834,Moshidora Recap,"Drama, Sports",Special,1,5.56766301127405,251
5399,Internal Medicine,Restricted,short,2,5.929056897070405,846
5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",short,2,6.804736611355071,23730
5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",medium,13,7.026136357704259,23757
33242,IS: Infinite Stratos 2 - Infinite Wedding,,Special,1,6.689517628080673,6604
34233,Kimoshiba,Comedy,medium,Unknown,7.404501224151981,81
4775,Lunatic Night,"Comedy, Restricted, Parody",short,3,5.964463899945042,688
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,"Action, Adventure",Special,1,5.84902931951457,83
5607,Love Machine: Animaid Shoufu 23-gou,Restricted,short,2,5.846730227147891,384
18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",short,2,5.886959328496702,161
1866,Seirei Tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",long,1,6.375373793189563,1693
1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",medium,28,6.340557229690645,1049
31573,Brave Beats,"Adventure, Music",medium,22,6.499942733077749,2299
18411,Gingitsune,"Seinen, Slice of Life, Supernatural",medium,12,6.994940103110667,33429
19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",medium,25,7.655831031914644,66756
33569,Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,14,7.211164109602824,14310
5447,A-Girl,"Music, Romance, School, Shoujo",short,1,6.024004109015428,585
13755,Feeling from Mountain and Water,Music,long,1,5.408826631929407,437
24197,E no Umakatta Tomodachi,Music,Music,1,5.522441467299015,360
449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",long,1,7.624281788405368,50008
7343,Youbi Masochist Animation,Restricted,short,2,5.488663379532604,201
23967,Fox Wood Monogatari,"Adventure, Kids",short,3,6.675487597088196,67
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,5.1037074889337735,71
12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",short,1,5.741512834597602,595
11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",long,1,6.79039029705085,4578
7174,Usaru-san,Kids,Special,4,5.874994995674856,822
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,"Comedy, Shoujo",Special,51,7.267690581322594,1220
6116,Mainichi Kaasan,"Comedy, Slice of Life",medium,142,6.91353605602679,1707
8546,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",long,1,5.846239925690841,596
22835,Himegoto,"Comedy, School",medium,13,7.057875461588657,42129
20469,Himeyuri,"Drama, Historical",long,1,5.971593694568674,395
25303,Haikyuu!! OVA,"Shounen, Sports",short,2,7.188046611996636,30063
30349,Legend of the Moles: The Treasure of Scylla,"Adventure, Fantasy, Kids",long,1,6.636870602874036,44
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1,6.646252647858445,39092
6072,Juuippiki no Neko to Ahoudori,"Adventure, Fantasy, Kids",long,1,5.442217239647449,286
31166,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,Music,Special,1,4.931776748522929,127
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1,6.26706761633477,1802
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",medium,74,7.594927515083641,7581
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",long,1,6.9727533990954775,18770
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",short,1,5.747316125968376,745
34437,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",,Unknown,7.116870059557827,22748
5877,Abunai Sisters: Koko &amp; Mika,"Action, Comedy, Ecchi",short,10,6.507621520423972,1461
9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",long,1,5.635433815870865,134
3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",short,1,5.902805982150378,1568
19401,Kuusou no Sora Tobu Kikaitachi,Historical,long,1,5.964150303088866,651
2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",medium,31,6.705764028229643,6919
869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",long,1,8.11981083445194,12909
24869,Aoi Umi to Shounen,Slice of Life,short,1,6.539510918839838,68
4052,Medarot Damashii,"Action, Adventure, Sci-Fi",medium,39,7.006972535578423,9590
33552,Mameshiba Bangai-hen,"Comedy, Music",Special,4,5.55033876347628,117
2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",short,2,6.157458330515582,720
30464,Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy",Special,6,7.660747764716179,10046
30953,Arslan Senki (TV) Specials,Comedy,Special,8,6.626628015740715,5241
61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",medium,26,7.836731849530934,126914
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",medium,24,6.601458938859942,2072
14355,Yama no Susume,"Adventure, Comedy, Slice of Life",medium,12,7.135232556424325,27487
33845,Free! (Shinsaku),"School, Sports",,Unknown,7.048127758710668,8666
1353,The Urotsuki,"Adventure, Demons, Fantasy, Restricted, Horror",short,3,6.022145040322266,1480
33618,Ozmafia!! Special,"Historical, School, Shoujo",Special,1,6.637463913411401,574
10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,6.484649297214663,6167
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,"Adventure, Fantasy",long,1,6.5530320813262275,109
27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",long,1,7.0582261458067626,66
31599,Kaette Kite yoo Toyama kara,Comedy,ONA,Unknown,6.577984063283732,51
25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,7.387522630041267,22127
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",long,1,7.445911341836754,32266
2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",medium,23,6.470955682747816,1570
5826,Oira no Yakyuu,Sports,long,1,5.618143016764458,866
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",medium,12,7.124735372583806,93074
4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",medium,13,6.939153958500142,36075
25377,TOTO Green Challenge,Slice of Life,ONA,1,5.000108068759328,115
197,Rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",medium,24,7.473068762990933,16672
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Comedy, Fantasy",ONA,11,5.638069529580134,91
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",medium,13,7.055438315333622,67916
5575,Karakara-sama no Himitsu,Restricted,short,1,5.771452892638555,316
19991,Tobidase! Bacchiri,"Comedy, Kids, Mystery",medium,132,7.626472098642118,72
368,Bible Black,Restricted,short,6,7.118578808944658,31309
223,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",medium,153,8.222394580189942,316102
3527,Lesbian Byoutou,Restricted,short,2,6.0109325726032745,1149
32518,Shoujo kara Shoujo e...,Restricted,short,Unknown,6.646912601870022,1964
12487,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",medium,13,6.60093607381424,46781
19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,6.7111923217260765,6805
2067,Gekiganger 3: The Movie,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",short,1,6.440804683951721,2562
29541,Hello Kitty no Santa-san ga Futari Ita,"Fantasy, Music",short,1,6.36385130523874,57
22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","Comedy, Romance, Seinen, Supernatural",short,1,7.030585180763574,12930
31763,Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",long,1,6.903091310339803,21916
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,6.419873270812104,4545
