teleplay_id,name,genre,type,episodes,rating,members
33878,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om","Comedy, Police",Special,1,,101
33811,Teekyuu 8,"Comedy, Shounen, Sports",medium,12,,3961
5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",short,1,,168
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",short,6,,11540
1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",short,13,,3620
26137,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,"Historical, Kids",short,1,,130
21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,,544
8294,Shinshou Genmukan,Restricted,short,4,,2261
9778,Toriko Hime: Hakudaku Mamire no Reijou,Restricted,short,2,,3025
386,H2,"Comedy, Romance, Shounen, Sports",medium,41,,4450
8664,"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy, Game",Special,1,,403
31128,Arslan Senki (TV): Dakkan no Yaiba,"Action, Adventure, Drama, Fantasy, Historical, Supernatural",Special,1,,6686
4176,Wanna-Be&#039;s,"Action, Comedy, Sports",short,1,,763
585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",long,1,,94435
28247,Pankis! 2-jigen,"Comedy, Music",medium,24,,331
2733,Mobile Police Patlabor: MiniPato,Parody,short,3,,1831
23005,Mogura no Motoro,Slice of Life,long,1,,62
12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Harem, Romance, Sci-Fi",short,4,,550
31422,Minami Kamakura Koukou Joshi Jitensha-bu,"School, Shounen, Sports",medium,Unknown,,2216
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",short,1,,2049
4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",long,1,,1060
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"Drama, Fantasy, Romance",long,1,,1705
33914,Nineko Gelée: Opening Movie,"Fantasy, Music",Music,1,,65
33694,Mukidashi no Koushi,"Comedy, Music",ONA,1,,83
14125,Otogi no Kuni no Birthday,"Kids, Music",Music,1,,144
3911,Shuukaku no Yoru,Restricted,short,2,,1558
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",medium,26,,5947
23321,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",medium,25,,215817
13463,Panda no Taputapu,Kids,medium,Unknown,,131
19569,Junjou Shoujo Et Cetera,Restricted,short,2,,2640
4191,Popolocrois Monogatari,"Adventure, Fantasy",medium,25,,1260
1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",medium,12,,8004
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",medium,13,,6787
30395,Kuripuri*Kuripura,Comedy,long,1,,104
1252,Fushigi no Umi no Nadia: Original Movie,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",long,1,,3644
20725,"Lies, Lies.",Music,Music,1,,185
2227,Lady Lady!!,"Drama, Historical",medium,21,,2681
2440,Suki da yo!,Restricted,short,2,,1201
313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",long,1,,1564
13855,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,,4989
20801,Koakuma Kanojo The Animation,"Restricted, School, Supernatural",short,2,,6680
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",long,1,,97
5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",short,5,,10887
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",short,3,,7862
20189,Boku no Son Gokuu,"Adventure, Fantasy, Kids",long,1,,186
1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",medium,101,,12833
19631,Tayu Tayu,"Harem, Restricted, Romance",short,4,,3579
529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",medium,13,,58051
9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,,6941
30939,Shiranpuri,"Drama, School",short,1,,155
33573,BanG Dream!,Music,medium,Unknown,,1953
6939,Eien no Hou,"Fantasy, Sci-Fi",long,1,,581
7808,Zukkoke Knight: Don De La Mancha,"Adventure, Comedy, Historical, Romance",medium,23,,172
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,,3083
4220,Okon Joururi,"Drama, Fantasy, Historical",long,1,,177
406,Buzzer Beater,"Shounen, Sports",medium,13,,8439
32668,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,,28864
1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,,798
14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",medium,13,,349836
24857,Akagaki Genzou: Tokuri no Wakare,Comedy,long,1,,87
12679,Joshiraku,"Comedy, Slice of Life",medium,13,,51084
2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",long,1,,2634
18817,Yasai no Yousei: Quiz Gekijou,"Comedy, Kids",long,1,,87
2348,Shitai wo Arau The Animation,Restricted,short,3,,1410
1655,Nerima Daikon Brothers,"Comedy, Music",medium,12,,5374
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",long,1,,537
1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",medium,76,,39041
3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,long,1,,490
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",long,1,,87
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",medium,52,,656
34122,Minna de Bokumetsu Inshu Unten,Drama,Special,1,,48
448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",short,2,,29039
10456,Kyoukaisenjou no Horizon,"Action, Fantasy",medium,13,,90977
9561,Shokupan Mimi,Comedy,medium,12,,803
16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance",Special,1,,126
8718,Itsumademo Tabibito,"Drama, Music",Music,1,,226
2317,Hen,"Comedy, Ecchi",short,2,,2153
8310,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12,,27274
31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",long,1,,4893
2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",medium,24,,5063
5597,Natsu no Arashi!,"Comedy, Romance, Supernatural",medium,13,,30098
3470,Special A,"Comedy, Romance, School, Shoujo",medium,24,,173603
2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",long,1,,2037
28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",medium,12,,47642
18747,Hotaru Kagayaku,"Drama, Kids",short,1,,70
10346,Ring ni Kakero 1: Sekai Taikai-hen,Sports,medium,6,,566
706,Comic Party Revolution,"Comedy, Drama",medium,13,,6690
33079,Meikyoku to Dai Sakkyokka Monogatari,"Historical, Music",short,9,,44
808,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",short,3,,3686
33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,"Comedy, Police",Special,2,,105
11729,Space Neko Theater,Comedy,ONA,1,,584
31397,Mesu Kyoushi 4: Kegasareta Kyoudan,Restricted,short,2,,2444
9866,Oshin,Drama,long,1,,221
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",medium,12,,91796
621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",medium,12,,11143
1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",medium,52,,61884
23735,Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6,,3816
2101,Singles,"Romance, Shoujo",short,1,,161
8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,,23727
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",long,1,,24968
2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",long,1,,1833
27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,,106382
22481,Hello Kitty no Kieta Santa-san no Boushi,"Fantasy, Kids",short,1,,103
1760,Golgo 13,"Action, Adventure, Drama, Military, Seinen",long,1,,6344
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",medium,10,,1521
30070,Shiroi Zou (1981),"Action, Historical",long,1,,73
6893,Oni Chichi,Restricted,short,2,,23605
4156,Ichigo Mashimaro Episode 0,Comedy,Special,1,,9610
33012,Island,"Drama, Sci-Fi",medium,Unknown,,1659
1188,Momoiro Sisters,"Comedy, Slice of Life",medium,24,,1366
8465,Ichiban Ushiro no Daimaou Specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",Special,6,,26025
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,,104
30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror",short,4,,125
28587,Modern,,long,1,,237
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,1,,26925
12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",long,1,,610
1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",medium,39,,3495
31510,Guitar,,long,1,,47
2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Restricted",short,2,,2402
29749,Convenience Store Senki Purin-tai,Comedy,ONA,8,,59
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural",short,1,,2515
32195,Junjou Shoujo Et Cetera Specials,Restricted,Special,2,,254
3171,Ryoujoku Hitozuma Onsen,Restricted,short,2,,2099
34086,Tales of Zestiria the X (2017),"Action, Adventure, Fantasy",medium,12,,10848
3463,A.LI.CE,Sci-Fi,long,1,,1034
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,,23532
5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",medium,26,,159105
9438,Rainbow Sentai Robin,"Action, Adventure, Sci-Fi",medium,48,,233
1167,Samurai Gun,"Action, Historical, Seinen",medium,12,,5381
23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,,297
4854,Fuuma no Kojirou: Yasha-hen,Action,short,6,,819
2010,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,,2584
617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",long,1,,55697
29834,Moshidora Recap,"Drama, Sports",Special,1,,251
5399,Internal Medicine,Restricted,short,2,,846
5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",short,2,,23730
5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",medium,13,,23757
33242,IS: Infinite Stratos 2 - Infinite Wedding,,Special,1,,6604
34233,Kimoshiba,Comedy,medium,Unknown,,81
4775,Lunatic Night,"Comedy, Restricted, Parody",short,3,,688
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,"Action, Adventure",Special,1,,83
5607,Love Machine: Animaid Shoufu 23-gou,Restricted,short,2,,384
18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",short,2,,161
1866,Seirei Tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",long,1,,1693
1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",medium,28,,1049
31573,Brave Beats,"Adventure, Music",medium,22,,2299
18411,Gingitsune,"Seinen, Slice of Life, Supernatural",medium,12,,33429
19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",medium,25,,66756
33569,Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,14,,14310
5447,A-Girl,"Music, Romance, School, Shoujo",short,1,,585
13755,Feeling from Mountain and Water,Music,long,1,,437
24197,E no Umakatta Tomodachi,Music,Music,1,,360
449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",long,1,,50008
7343,Youbi Masochist Animation,Restricted,short,2,,201
23967,Fox Wood Monogatari,"Adventure, Kids",short,3,,67
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,,71
12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",short,1,,595
11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",long,1,,4578
7174,Usaru-san,Kids,Special,4,,822
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,"Comedy, Shoujo",Special,51,,1220
6116,Mainichi Kaasan,"Comedy, Slice of Life",medium,142,,1707
8546,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",long,1,,596
22835,Himegoto,"Comedy, School",medium,13,,42129
20469,Himeyuri,"Drama, Historical",long,1,,395
25303,Haikyuu!! OVA,"Shounen, Sports",short,2,,30063
30349,Legend of the Moles: The Treasure of Scylla,"Adventure, Fantasy, Kids",long,1,,44
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1,,39092
6072,Juuippiki no Neko to Ahoudori,"Adventure, Fantasy, Kids",long,1,,286
31166,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,Music,Special,1,,127
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1,,1802
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",medium,74,,7581
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",long,1,,18770
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",short,1,,745
34437,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",,Unknown,,22748
5877,Abunai Sisters: Koko &amp; Mika,"Action, Comedy, Ecchi",short,10,,1461
9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",long,1,,134
3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",short,1,,1568
19401,Kuusou no Sora Tobu Kikaitachi,Historical,long,1,,651
2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",medium,31,,6919
869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",long,1,,12909
24869,Aoi Umi to Shounen,Slice of Life,short,1,,68
4052,Medarot Damashii,"Action, Adventure, Sci-Fi",medium,39,,9590
33552,Mameshiba Bangai-hen,"Comedy, Music",Special,4,,117
2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",short,2,,720
30464,Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy",Special,6,,10046
30953,Arslan Senki (TV) Specials,Comedy,Special,8,,5241
61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",medium,26,,126914
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",medium,24,,2072
14355,Yama no Susume,"Adventure, Comedy, Slice of Life",medium,12,,27487
33845,Free! (Shinsaku),"School, Sports",,Unknown,,8666
1353,The Urotsuki,"Adventure, Demons, Fantasy, Restricted, Horror",short,3,,1480
33618,Ozmafia!! Special,"Historical, School, Shoujo",Special,1,,574
10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,,6167
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,"Adventure, Fantasy",long,1,,109
27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",long,1,,66
31599,Kaette Kite yoo Toyama kara,Comedy,ONA,Unknown,,51
25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,,22127
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",long,1,,32266
2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",medium,23,,1570
5826,Oira no Yakyuu,Sports,long,1,,866
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",medium,12,,93074
4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",medium,13,,36075
25377,TOTO Green Challenge,Slice of Life,ONA,1,,115
197,Rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",medium,24,,16672
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Comedy, Fantasy",ONA,11,,91
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",medium,13,,67916
5575,Karakara-sama no Himitsu,Restricted,short,1,,316
19991,Tobidase! Bacchiri,"Comedy, Kids, Mystery",medium,132,,72
368,Bible Black,Restricted,short,6,,31309
223,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",medium,153,,316102
3527,Lesbian Byoutou,Restricted,short,2,,1149
32518,Shoujo kara Shoujo e...,Restricted,short,Unknown,,1964
12487,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",medium,13,,46781
19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,,6805
2067,Gekiganger 3: The Movie,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",short,1,,2562
29541,Hello Kitty no Santa-san ga Futari Ita,"Fantasy, Music",short,1,,57
22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","Comedy, Romance, Seinen, Supernatural",short,1,,12930
31763,Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",long,1,,21916
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,,4545
21485,Dokkan! Robotendon,"Adventure, Kids, Slice of Life",medium,26,,63
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",short,1,,26923
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,"Action, Adventure, Samurai, Shounen",long,1,,90
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",medium,25,,75807
5870,Hibari no Yadogae,Action,long,1,,519
30947,Kurayami Santa,"Historical, Supernatural",medium,13,,1715
2208,Flutter of Birds II: Tenshi-tachi no Tsubasa,"Drama, Restricted, Romance",short,2,,827
25059,"Nikoniko, Pun","Comedy, Fantasy, Kids",medium,40,,62
11043,Install Pilot,"Action, Sci-Fi, Shounen",Special,1,,456
9608,Yuri Seijin Naoko-san,Comedy,short,1,,9485
4107,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",long,1,,72933
4599,Tanoshii Willow Town,"Fantasy, Kids",medium,26,,295
20673,Hinata no Aoshigure,"Adventure, Fantasy, Romance",long,1,,6970
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,1,,8891
3564,Pianist,Restricted,short,1,,583
31798,Kiznaiver,"Drama, Sci-Fi",medium,12,,197912
55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",medium,26,,10392
33192,Robot Town Sagami 2028,Drama,ONA,1,,386
2424,Cardcaptor Sakura Specials,Comedy,Special,3,,18604
9041,IS: Infinite Stratos,"Action, Comedy, Harem, Mecha, Sci-Fi",medium,12,,254543
4726,Druaga no Tou: The Sword of Uruk,"Adventure, Fantasy",medium,12,,46237
23989,Maken-Ki! Two Specials,Ecchi,Special,5,,7858
25159,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",medium,12,,144370
8215,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi",medium,51,,477
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",medium,9,,24799
5344,Time Bokan Series: Itadakiman,Mecha,medium,20,,298
876,Street Fighter II V,"Adventure, Drama, Mystery, Shounen",medium,29,,14002
12715,The Hakkenden: Shin Shou,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",short,7,,1127
8297,Planzet,"Action, Mecha, Sci-Fi",long,1,,2923
25985,Contact,"Comedy, Kids, Sci-Fi",Special,1,,102
10779,Eroge! H mo Game mo Kaihatsu Zanmai,Restricted,short,6,,20316
8752,Message Song,Music,Music,1,,168
5743,Saimin Ryoujoku Gakuen,Restricted,short,3,,3023
4790,Zeno: Kagirinaki Ai ni,"Drama, Historical",long,1,,207
28151,Kujakuou: Sengoku Tensei,"Action, Demons, Historical, Supernatural",ONA,1,,181
5821,Zenmai Zamurai,"Comedy, Kids",medium,30,,152
32073,Otoshidama,"Kids, Music",Music,1,,39
9967,W: Wish Omake,"Harem, School, Seinen",Special,4,,802
2204,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",medium,26,,6197
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",medium,24,,65516
2432,Discipline,"Restricted, School",short,6,,15917
10941,Mushi no Tameiki,Music,Music,1,,465
1025,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",medium,13,,16111
4765,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",short,2,,15785
7445,Karo to Piyobupt: Ouchi,Comedy,long,1,,351
18031,Hello Kitty no Happy! Kasou Taikai,Kids,short,1,,110
9988,Otome wa Boku ni Koishiteru: Futari no Elder,"Drama, Romance, School",short,3,,10579
9536,Robin-kun to 100 nin no Otomodachi,"Comedy, Kids",ONA,13,,163
27727,Binan Koukou Chikyuu Bouei-bu LOVE!,"Comedy, Magic, School, Slice of Life",medium,12,,45873
